"",BigFive_10_1,BigFive_10_2,BigFive_10_6,BigFive_10_8,BigFive_11_1,BigFive_11_2,BigFive_11_6,BigFive_11_8,BigFive_12_1,BigFive_12_2,BigFive_12_6,BigFive_12_8,BigFive_13_1,BigFive_13_2,BigFive_13_6,BigFive_13_8,BigFive_14_1,BigFive_14_2,BigFive_14_6,BigFive_14_8,BigFive_15_1,BigFive_15_2,BigFive_15_6,BigFive_15_8,BigFive_16_1,BigFive_16_2,BigFive_16_6,BigFive_16_8,BigFive_17_1,BigFive_17_2,BigFive_17_6,BigFive_17_8,BigFive_18_1,BigFive_18_2,BigFive_18_6,BigFive_18_8,BigFive_19_1,BigFive_19_2,BigFive_19_6,BigFive_19_8,BigFive_1_1,BigFive_1_2,BigFive_1_6,BigFive_1_8,BigFive_20_1,BigFive_20_2,BigFive_20_6,BigFive_20_8,BigFive_21_1,BigFive_21_2,BigFive_21_6,BigFive_21_8,BigFive_22_1,BigFive_22_2,BigFive_22_6,BigFive_22_8,BigFive_23_1,BigFive_23_2,BigFive_23_6,BigFive_23_8,BigFive_24_1,BigFive_24_2,BigFive_24_6,BigFive_24_8,BigFive_25_1,BigFive_25_2,BigFive_25_6,BigFive_25_8,BigFive_26_1,BigFive_26_2,BigFive_26_6,BigFive_26_8,BigFive_27_1,BigFive_27_2,BigFive_27_6,BigFive_27_8,BigFive_28_1,BigFive_28_2,BigFive_28_6,BigFive_28_8,BigFive_29_1,BigFive_29_2,BigFive_29_6,BigFive_29_8,BigFive_2_1,BigFive_2_2,BigFive_2_6,BigFive_2_8,BigFive_30_1,BigFive_30_2,BigFive_30_6,BigFive_30_8,BigFive_31_1,BigFive_31_2,BigFive_31_6,BigFive_31_8,BigFive_32_1,BigFive_32_2,BigFive_32_6,BigFive_32_8,BigFive_33_1,BigFive_33_2,BigFive_33_6,BigFive_33_8,BigFive_34_1,BigFive_34_2,BigFive_34_6,BigFive_34_8,BigFive_35_1,BigFive_35_2,BigFive_35_6,BigFive_35_8,BigFive_36_1,BigFive_36_2,BigFive_36_6,BigFive_36_8,BigFive_37_1,BigFive_37_2,BigFive_37_6,BigFive_37_8,BigFive_38_1,BigFive_38_2,BigFive_38_6,BigFive_38_8,BigFive_39_1,BigFive_39_2,BigFive_39_6,BigFive_39_8,BigFive_3_1,BigFive_3_2,BigFive_3_6,BigFive_3_8,BigFive_40_1,BigFive_40_2,BigFive_40_6,BigFive_40_8,BigFive_41_1,BigFive_41_2,BigFive_41_6,BigFive_41_8,BigFive_42_1,BigFive_42_2,BigFive_42_6,BigFive_42_8,BigFive_43_1,BigFive_43_2,BigFive_43_6,BigFive_43_8,BigFive_44_1,BigFive_44_2,BigFive_44_6,BigFive_44_8,BigFive_4_1,BigFive_4_2,BigFive_4_6,BigFive_4_8,BigFive_5_1,BigFive_5_2,BigFive_5_6,BigFive_5_8,BigFive_6_1,BigFive_6_2,BigFive_6_6,BigFive_6_8,BigFive_7_1,BigFive_7_2,BigFive_7_6,BigFive_7_8,BigFive_8_1,BigFive_8_2,BigFive_8_6,BigFive_8_8,BigFive_9_1,BigFive_9_2,BigFive_9_6,BigFive_9_8,egoid,Agreeableness,Conscientiousness,Extraversion,Neuroticism,Openness
175,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,28653,4.638889,4.555556,3.906250,3.187500,3.538889
176,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,84715,2.555556,3.222222,1.812500,3.875000,3.333333
177,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,95559,3.611111,3.694444,2.781250,2.062500,2.891667
178,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,30152,3.370370,3.444444,2.708333,2.916667,3.796296
182,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,59592,3.722222,2.944444,3.062500,3.593750,3.297222
183,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,22897,3.518518,3.555556,2.958333,3.000000,3.544444
184,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,89652,4.277778,3.555556,2.625000,2.750000,3.352778
187,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,69831,3.851852,3.259259,3.041667,2.666667,3.577778
189,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,50072,3.777778,3.555556,3.250000,3.125000,3.829630
190,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,44927,3.861111,3.861111,2.625000,2.968750,2.875000
191,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,71894,2.888889,2.407407,2.250000,3.875000,3.366667
194,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,66676,4.296296,2.962963,1.750000,2.958333,2.937037
195,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,95930,3.370370,3.629630,3.625000,2.625000,3.340741
196,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,70962,3.777778,2.703704,3.541667,2.291667,3.203704
203,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,1.0,3.0,0.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,80177,4.037037,3.481481,3.750000,2.166667,4.511111
204,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,18677,4.166666,4.000000,3.437500,2.750000,2.794444
